-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Morning
Iteration: 1
Look-ahead time: 15.0 sec
Execution time: -21908 msec
-------------------------------------
Time-interval 1: 11
Time-interval 2: 3
Time-interval 3: 11
Time-interval 4: 3
Time-interval 5: 11
Time-interval 6: 5
Time-interval 7: 9
Time-interval 8: 7
Time-interval 9: 6
Time-interval 10: 9
Time-interval 11: 11
Time-interval 12: 7
Time-interval 13: 3
Time-interval 14: 7
Time-interval 15: 7
Time-interval 16: 7
Time-interval 17: 10
Time-interval 18: 5
Time-interval 19: 15
Time-interval 20: 9
Time-interval 21: 8
Time-interval 22: 7
Time-interval 23: 8
Time-interval 24: 9
Time-interval 25: 10
Time-interval 26: 11
Time-interval 27: 10
Time-interval 28: 11
Time-interval 29: 8
Time-interval 30: 9
Time-interval 31: 13
Time-interval 32: 8
Time-interval 33: 11
Time-interval 34: 5
Time-interval 35: 16
Time-interval 36: 7
Time-interval 37: 6
Time-interval 38: 10
Time-interval 39: 10
Time-interval 40: 3
Time-interval 41: 8
Time-interval 42: 17
Time-interval 43: 16
Time-interval 44: 11
Time-interval 45: 12
Time-interval 46: 6
Time-interval 47: 14
Time-interval 48: 10
Time-interval 49: 8
Time-interval 50: 9
Time-interval 51: 7
Time-interval 52: 9
Time-interval 53: 20
Time-interval 54: 9
Time-interval 55: 13
Time-interval 56: 7
Time-interval 57: 10
Time-interval 58: 12
Time-interval 59: 11
Time-interval 60: 12
Time-interval 61: 9
Time-interval 62: 12
Time-interval 63: 11
Time-interval 64: 15
Time-interval 65: 17
Time-interval 66: 16
Time-interval 67: 17
Time-interval 68: 14
Time-interval 69: 15
Time-interval 70: 12
Time-interval 71: 12
Time-interval 72: 18
Time-interval 73: 20
Time-interval 74: 12
Time-interval 75: 16
Time-interval 76: 11
Time-interval 77: 13
Time-interval 78: 10
Time-interval 79: 9
Time-interval 80: 11
Time-interval 81: 15
Time-interval 82: 11
Time-interval 83: 5
Time-interval 84: 9
Time-interval 85: 15
Time-interval 86: 12
Time-interval 87: 20
Time-interval 88: 12
Time-interval 89: 15
Time-interval 90: 9
Time-interval 91: 19
Time-interval 92: 14
Time-interval 93: 15
Time-interval 94: 14
Time-interval 95: 12
Time-interval 96: 15
Time-interval 97: 15
Time-interval 98: 20
Time-interval 99: 13
Time-interval 100: 17
Time-interval 101: 12
Time-interval 102: 21
Time-interval 103: 27
Time-interval 104: 18
Time-interval 105: 9
Time-interval 106: 13
Time-interval 107: 7
Time-interval 108: 17
Time-interval 109: 24
Time-interval 110: 17
Time-interval 111: 15
Time-interval 112: 19
Time-interval 113: 12
Time-interval 114: 19
Time-interval 115: 8
Time-interval 116: 9
Time-interval 117: 18
Time-interval 118: 12
Time-interval 119: 10
Time-interval 120: 5
