-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Medium
Daytime: Morning
Iteration: 2
Look-ahead time: 300.0 sec
Execution time: -12735 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 4
Time-interval 3: 2
Time-interval 4: 4
Time-interval 5: 4
Time-interval 6: 5
Time-interval 7: 6
Time-interval 8: 6
Time-interval 9: 2
Time-interval 10: 9
Time-interval 11: 2
Time-interval 12: 3
Time-interval 13: 4
Time-interval 14: 7
Time-interval 15: 0
Time-interval 16: 7
Time-interval 17: 6
Time-interval 18: 7
Time-interval 19: 6
Time-interval 20: 3
Time-interval 21: 3
Time-interval 22: 4
Time-interval 23: 6
Time-interval 24: 2
Time-interval 25: 3
Time-interval 26: 4
Time-interval 27: 1
Time-interval 28: 1
Time-interval 29: 4
Time-interval 30: 5
Time-interval 31: 2
Time-interval 32: 5
Time-interval 33: 8
Time-interval 34: 6
Time-interval 35: 2
Time-interval 36: 3
Time-interval 37: 5
Time-interval 38: 2
Time-interval 39: 1
Time-interval 40: 2
Time-interval 41: 0
Time-interval 42: 3
Time-interval 43: 6
Time-interval 44: 5
Time-interval 45: 5
Time-interval 46: 5
Time-interval 47: 6
Time-interval 48: 4
Time-interval 49: 2
Time-interval 50: 3
Time-interval 51: 1
Time-interval 52: 1
Time-interval 53: 6
Time-interval 54: 3
Time-interval 55: 6
Time-interval 56: 3
Time-interval 57: 6
Time-interval 58: 3
Time-interval 59: 3
Time-interval 60: 3
Time-interval 61: 4
Time-interval 62: 6
Time-interval 63: 3
Time-interval 64: 5
Time-interval 65: 4
Time-interval 66: 5
Time-interval 67: 1
Time-interval 68: 4
Time-interval 69: 5
Time-interval 70: 5
Time-interval 71: 4
Time-interval 72: 5
Time-interval 73: 7
Time-interval 74: 4
Time-interval 75: 7
Time-interval 76: 2
Time-interval 77: 4
Time-interval 78: 4
Time-interval 79: 8
Time-interval 80: 6
Time-interval 81: 3
Time-interval 82: 2
Time-interval 83: 9
Time-interval 84: 6
Time-interval 85: 3
Time-interval 86: 0
Time-interval 87: 4
Time-interval 88: 3
Time-interval 89: 5
Time-interval 90: 3
Time-interval 91: 5
Time-interval 92: 4
Time-interval 93: 2
Time-interval 94: 2
Time-interval 95: 4
Time-interval 96: 7
Time-interval 97: 5
Time-interval 98: 6
Time-interval 99: 3
Time-interval 100: 7
Time-interval 101: 9
Time-interval 102: 3
Time-interval 103: 4
Time-interval 104: 5
Time-interval 105: 1
Time-interval 106: 2
Time-interval 107: 4
Time-interval 108: 2
Time-interval 109: 5
Time-interval 110: 1
Time-interval 111: 6
Time-interval 112: 6
Time-interval 113: 4
Time-interval 114: 6
Time-interval 115: 3
Time-interval 116: 1
Time-interval 117: 2
Time-interval 118: 7
Time-interval 119: 5
Time-interval 120: 6
