-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: UltraHigh
Daytime: Evening
Iteration: 2
Look-ahead time: 60.0 sec
Execution time: -38975 msec
-------------------------------------
Time-interval 1: 6
Time-interval 2: 7
Time-interval 3: 3
Time-interval 4: 2
Time-interval 5: 4
Time-interval 6: 11
Time-interval 7: 6
Time-interval 8: 8
Time-interval 9: 13
Time-interval 10: 12
Time-interval 11: 6
Time-interval 12: 13
Time-interval 13: 13
Time-interval 14: 10
Time-interval 15: 13
Time-interval 16: 8
Time-interval 17: 12
Time-interval 18: 12
Time-interval 19: 4
Time-interval 20: 9
Time-interval 21: 18
Time-interval 22: 12
Time-interval 23: 11
Time-interval 24: 11
Time-interval 25: 20
Time-interval 26: 14
Time-interval 27: 16
Time-interval 28: 16
Time-interval 29: 16
Time-interval 30: 12
Time-interval 31: 17
Time-interval 32: 22
Time-interval 33: 14
Time-interval 34: 10
Time-interval 35: 10
Time-interval 36: 17
Time-interval 37: 15
Time-interval 38: 10
Time-interval 39: 20
Time-interval 40: 12
Time-interval 41: 17
Time-interval 42: 18
Time-interval 43: 24
Time-interval 44: 11
Time-interval 45: 10
Time-interval 46: 7
Time-interval 47: 10
Time-interval 48: 15
Time-interval 49: 13
Time-interval 50: 17
Time-interval 51: 11
Time-interval 52: 21
Time-interval 53: 11
Time-interval 54: 26
Time-interval 55: 15
Time-interval 56: 18
Time-interval 57: 21
Time-interval 58: 19
Time-interval 59: 20
Time-interval 60: 18
Time-interval 61: 21
Time-interval 62: 15
Time-interval 63: 16
Time-interval 64: 21
Time-interval 65: 20
Time-interval 66: 24
Time-interval 67: 23
Time-interval 68: 16
Time-interval 69: 16
Time-interval 70: 31
Time-interval 71: 27
Time-interval 72: 30
Time-interval 73: 23
Time-interval 74: 33
Time-interval 75: 30
Time-interval 76: 26
Time-interval 77: 26
Time-interval 78: 25
Time-interval 79: 23
Time-interval 80: 29
Time-interval 81: 30
Time-interval 82: 31
Time-interval 83: 24
Time-interval 84: 27
Time-interval 85: 33
Time-interval 86: 29
Time-interval 87: 44
Time-interval 88: 33
Time-interval 89: 32
Time-interval 90: 36
Time-interval 91: 29
Time-interval 92: 31
Time-interval 93: 27
Time-interval 94: 24
Time-interval 95: 33
Time-interval 96: 22
Time-interval 97: 35
Time-interval 98: 42
Time-interval 99: 27
Time-interval 100: 32
Time-interval 101: 35
Time-interval 102: 26
Time-interval 103: 30
Time-interval 104: 57
Time-interval 105: 37
Time-interval 106: 39
Time-interval 107: 43
Time-interval 108: 38
Time-interval 109: 48
Time-interval 110: 37
Time-interval 111: 37
Time-interval 112: 42
Time-interval 113: 44
Time-interval 114: 34
Time-interval 115: 36
Time-interval 116: 33
Time-interval 117: 39
Time-interval 118: 29
Time-interval 119: 30
Time-interval 120: 41
