-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Lunch
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -33718 msec
-------------------------------------
Time-interval 1: 11
Time-interval 2: 3
Time-interval 3: 8
Time-interval 4: 13
Time-interval 5: 17
Time-interval 6: 15
Time-interval 7: 14
Time-interval 8: 11
Time-interval 9: 10
Time-interval 10: 14
Time-interval 11: 11
Time-interval 12: 16
Time-interval 13: 19
Time-interval 14: 12
Time-interval 15: 11
Time-interval 16: 13
Time-interval 17: 15
Time-interval 18: 15
Time-interval 19: 13
Time-interval 20: 16
Time-interval 21: 18
Time-interval 22: 9
Time-interval 23: 14
Time-interval 24: 14
Time-interval 25: 15
Time-interval 26: 12
Time-interval 27: 10
Time-interval 28: 13
Time-interval 29: 17
Time-interval 30: 10
Time-interval 31: 24
Time-interval 32: 23
Time-interval 33: 18
Time-interval 34: 21
Time-interval 35: 15
Time-interval 36: 9
Time-interval 37: 15
Time-interval 38: 22
Time-interval 39: 14
Time-interval 40: 17
Time-interval 41: 26
Time-interval 42: 13
Time-interval 43: 15
Time-interval 44: 14
Time-interval 45: 16
Time-interval 46: 17
Time-interval 47: 21
Time-interval 48: 16
Time-interval 49: 17
Time-interval 50: 12
Time-interval 51: 15
Time-interval 52: 16
Time-interval 53: 18
Time-interval 54: 10
Time-interval 55: 24
Time-interval 56: 25
Time-interval 57: 14
Time-interval 58: 16
Time-interval 59: 17
Time-interval 60: 17
Time-interval 61: 22
Time-interval 62: 25
Time-interval 63: 26
Time-interval 64: 16
Time-interval 65: 21
Time-interval 66: 20
Time-interval 67: 22
Time-interval 68: 29
Time-interval 69: 15
Time-interval 70: 24
Time-interval 71: 21
Time-interval 72: 25
Time-interval 73: 18
Time-interval 74: 20
Time-interval 75: 25
Time-interval 76: 13
Time-interval 77: 17
Time-interval 78: 9
Time-interval 79: 21
Time-interval 80: 22
Time-interval 81: 18
Time-interval 82: 18
Time-interval 83: 17
Time-interval 84: 28
Time-interval 85: 24
Time-interval 86: 15
Time-interval 87: 22
Time-interval 88: 23
Time-interval 89: 20
Time-interval 90: 24
Time-interval 91: 18
Time-interval 92: 22
Time-interval 93: 16
Time-interval 94: 24
Time-interval 95: 13
Time-interval 96: 14
Time-interval 97: 27
Time-interval 98: 22
Time-interval 99: 23
Time-interval 100: 31
Time-interval 101: 32
Time-interval 102: 34
Time-interval 103: 25
Time-interval 104: 30
Time-interval 105: 22
Time-interval 106: 17
Time-interval 107: 26
Time-interval 108: 19
Time-interval 109: 29
Time-interval 110: 30
Time-interval 111: 23
Time-interval 112: 23
Time-interval 113: 20
Time-interval 114: 22
Time-interval 115: 23
Time-interval 116: 31
Time-interval 117: 29
Time-interval 118: 28
Time-interval 119: 29
Time-interval 120: 9
