-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Lunch
Iteration: 1
Look-ahead time: 90.0 sec
Execution time: -22593 msec
-------------------------------------
Time-interval 1: 16
Time-interval 2: 13
Time-interval 3: 18
Time-interval 4: 9
Time-interval 5: 19
Time-interval 6: 20
Time-interval 7: 25
Time-interval 8: 15
Time-interval 9: 19
Time-interval 10: 14
Time-interval 11: 21
Time-interval 12: 16
Time-interval 13: 19
Time-interval 14: 19
Time-interval 15: 24
Time-interval 16: 13
Time-interval 17: 24
Time-interval 18: 19
Time-interval 19: 17
Time-interval 20: 25
Time-interval 21: 18
Time-interval 22: 14
Time-interval 23: 22
Time-interval 24: 20
Time-interval 25: 29
Time-interval 26: 20
Time-interval 27: 19
Time-interval 28: 15
Time-interval 29: 24
Time-interval 30: 21
Time-interval 31: 23
Time-interval 32: 20
Time-interval 33: 21
Time-interval 34: 13
Time-interval 35: 34
Time-interval 36: 24
Time-interval 37: 18
Time-interval 38: 18
Time-interval 39: 18
Time-interval 40: 16
Time-interval 41: 22
Time-interval 42: 26
Time-interval 43: 26
Time-interval 44: 18
Time-interval 45: 17
Time-interval 46: 15
Time-interval 47: 26
Time-interval 48: 24
Time-interval 49: 17
Time-interval 50: 16
Time-interval 51: 18
Time-interval 52: 21
Time-interval 53: 26
Time-interval 54: 24
Time-interval 55: 21
Time-interval 56: 17
Time-interval 57: 20
Time-interval 58: 28
Time-interval 59: 28
Time-interval 60: 23
Time-interval 61: 29
Time-interval 62: 23
Time-interval 63: 30
Time-interval 64: 22
Time-interval 65: 21
Time-interval 66: 26
Time-interval 67: 35
Time-interval 68: 32
Time-interval 69: 17
Time-interval 70: 21
Time-interval 71: 25
Time-interval 72: 25
Time-interval 73: 26
Time-interval 74: 21
Time-interval 75: 20
Time-interval 76: 26
Time-interval 77: 16
Time-interval 78: 27
Time-interval 79: 31
Time-interval 80: 36
Time-interval 81: 30
Time-interval 82: 23
Time-interval 83: 28
Time-interval 84: 24
Time-interval 85: 24
Time-interval 86: 31
Time-interval 87: 25
Time-interval 88: 22
Time-interval 89: 26
Time-interval 90: 27
Time-interval 91: 35
Time-interval 92: 20
Time-interval 93: 27
Time-interval 94: 26
Time-interval 95: 35
Time-interval 96: 31
Time-interval 97: 25
Time-interval 98: 21
Time-interval 99: 28
Time-interval 100: 22
Time-interval 101: 31
Time-interval 102: 28
Time-interval 103: 24
Time-interval 104: 35
Time-interval 105: 31
Time-interval 106: 29
Time-interval 107: 28
Time-interval 108: 33
Time-interval 109: 28
Time-interval 110: 24
Time-interval 111: 35
Time-interval 112: 32
Time-interval 113: 31
Time-interval 114: 42
Time-interval 115: 41
Time-interval 116: 39
Time-interval 117: 25
Time-interval 118: 41
Time-interval 119: 38
Time-interval 120: 49
