-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: Low
Daytime: Evening
Iteration: 1
Look-ahead time: 300.0 sec
Execution time: -5313 msec
-------------------------------------
Time-interval 1: 3
Time-interval 2: 2
Time-interval 3: 3
Time-interval 4: 1
Time-interval 5: 2
Time-interval 6: 2
Time-interval 7: 3
Time-interval 8: 2
Time-interval 9: 6
Time-interval 10: 2
Time-interval 11: 2
Time-interval 12: 6
Time-interval 13: 4
Time-interval 14: 3
Time-interval 15: 8
Time-interval 16: 1
Time-interval 17: 3
Time-interval 18: 4
Time-interval 19: 2
Time-interval 20: 2
Time-interval 21: 3
Time-interval 22: 2
Time-interval 23: 3
Time-interval 24: 1
Time-interval 25: 3
Time-interval 26: 2
Time-interval 27: 3
Time-interval 28: 0
Time-interval 29: 2
Time-interval 30: 2
Time-interval 31: 3
Time-interval 32: 5
Time-interval 33: 3
Time-interval 34: 3
Time-interval 35: 3
Time-interval 36: 4
Time-interval 37: 4
Time-interval 38: 2
Time-interval 39: 1
Time-interval 40: 4
Time-interval 41: 4
Time-interval 42: 4
Time-interval 43: 5
Time-interval 44: 7
Time-interval 45: 4
Time-interval 46: 3
Time-interval 47: 4
Time-interval 48: 3
Time-interval 49: 9
Time-interval 50: 1
Time-interval 51: 4
Time-interval 52: 5
Time-interval 53: 3
Time-interval 54: 4
Time-interval 55: 4
Time-interval 56: 1
Time-interval 57: 6
Time-interval 58: 7
Time-interval 59: 0
Time-interval 60: 3
Time-interval 61: 4
Time-interval 62: 4
Time-interval 63: 6
Time-interval 64: 6
Time-interval 65: 0
Time-interval 66: 2
Time-interval 67: 4
Time-interval 68: 5
Time-interval 69: 1
Time-interval 70: 3
Time-interval 71: 5
Time-interval 72: 3
Time-interval 73: 4
Time-interval 74: 5
Time-interval 75: 5
Time-interval 76: 2
Time-interval 77: 6
Time-interval 78: 5
Time-interval 79: 2
Time-interval 80: 2
Time-interval 81: 3
Time-interval 82: 3
Time-interval 83: 4
Time-interval 84: 4
Time-interval 85: 4
Time-interval 86: 4
Time-interval 87: 2
Time-interval 88: 4
Time-interval 89: 6
Time-interval 90: 2
Time-interval 91: 6
Time-interval 92: 5
Time-interval 93: 6
Time-interval 94: 4
Time-interval 95: 2
Time-interval 96: 6
Time-interval 97: 4
Time-interval 98: 3
Time-interval 99: 0
Time-interval 100: 2
Time-interval 101: 1
Time-interval 102: 3
Time-interval 103: 2
Time-interval 104: 3
Time-interval 105: 5
Time-interval 106: 3
Time-interval 107: 2
Time-interval 108: 4
Time-interval 109: 6
Time-interval 110: 5
Time-interval 111: 2
Time-interval 112: 1
Time-interval 113: 1
Time-interval 114: 2
Time-interval 115: 0
Time-interval 116: 1
Time-interval 117: 1
Time-interval 118: 1
Time-interval 119: 2
Time-interval 120: 3
13592
