-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: UltraHigh
Daytime: Morning
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -27004 msec
-------------------------------------
Time-interval 1: 3
Time-interval 2: 4
Time-interval 3: 6
Time-interval 4: 6
Time-interval 5: 6
Time-interval 6: 3
Time-interval 7: 3
Time-interval 8: 5
Time-interval 9: 7
Time-interval 10: 1
Time-interval 11: 4
Time-interval 12: 6
Time-interval 13: 5
Time-interval 14: 2
Time-interval 15: 1
Time-interval 16: 1
Time-interval 17: 3
Time-interval 18: 5
Time-interval 19: 2
Time-interval 20: 3
Time-interval 21: 3
Time-interval 22: 9
Time-interval 23: 3
Time-interval 24: 0
Time-interval 25: 4
Time-interval 26: 1
Time-interval 27: 4
Time-interval 28: 6
Time-interval 29: 7
Time-interval 30: 3
Time-interval 31: 1
Time-interval 32: 3
Time-interval 33: 6
Time-interval 34: 9
Time-interval 35: 6
Time-interval 36: 1
Time-interval 37: 9
Time-interval 38: 8
Time-interval 39: 1
Time-interval 40: 2
Time-interval 41: 3
Time-interval 42: 2
Time-interval 43: 1
Time-interval 44: 7
Time-interval 45: 1
Time-interval 46: 4
Time-interval 47: 2
Time-interval 48: 3
Time-interval 49: 8
Time-interval 50: 2
Time-interval 51: 7
Time-interval 52: 6
Time-interval 53: 8
Time-interval 54: 4
Time-interval 55: 4
Time-interval 56: 4
Time-interval 57: 6
Time-interval 58: 1
Time-interval 59: 4
Time-interval 60: 3
Time-interval 61: 2
Time-interval 62: 4
Time-interval 63: 4
Time-interval 64: 7
Time-interval 65: 8
Time-interval 66: 6
Time-interval 67: 5
Time-interval 68: 3
Time-interval 69: 3
Time-interval 70: 7
Time-interval 71: 8
Time-interval 72: 7
Time-interval 73: 8
Time-interval 74: 5
Time-interval 75: 4
Time-interval 76: 3
Time-interval 77: 2
Time-interval 78: 5
Time-interval 79: 2
Time-interval 80: 6
Time-interval 81: 6
Time-interval 82: 2
Time-interval 83: 5
Time-interval 84: 4
Time-interval 85: 3
Time-interval 86: 4
Time-interval 87: 4
Time-interval 88: 5
Time-interval 89: 4
Time-interval 90: 6
Time-interval 91: 7
Time-interval 92: 3
Time-interval 93: 3
Time-interval 94: 7
Time-interval 95: 7
Time-interval 96: 4
Time-interval 97: 4
Time-interval 98: 5
Time-interval 99: 4
Time-interval 100: 3
Time-interval 101: 8
Time-interval 102: 3
Time-interval 103: 8
Time-interval 104: 7
Time-interval 105: 4
Time-interval 106: 5
Time-interval 107: 7
Time-interval 108: 5
Time-interval 109: 7
Time-interval 110: 10
Time-interval 111: 9
Time-interval 112: 8
Time-interval 113: 8
Time-interval 114: 8
Time-interval 115: 3
Time-interval 116: 4
Time-interval 117: 6
Time-interval 118: 7
Time-interval 119: 12
Time-interval 120: 16
