-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: High
Daytime: Lunch
Iteration: 1
Look-ahead time: 30.0 sec
Execution time: -23012 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 4
Time-interval 3: 5
Time-interval 4: 1
Time-interval 5: 2
Time-interval 6: 1
Time-interval 7: 3
Time-interval 8: 2
Time-interval 9: 1
Time-interval 10: 2
Time-interval 11: 6
Time-interval 12: 2
Time-interval 13: 5
Time-interval 14: 3
Time-interval 15: 3
Time-interval 16: 3
Time-interval 17: 1
Time-interval 18: 3
Time-interval 19: 2
Time-interval 20: 1
Time-interval 21: 1
Time-interval 22: 4
Time-interval 23: 2
Time-interval 24: 3
Time-interval 25: 2
Time-interval 26: 5
Time-interval 27: 2
Time-interval 28: 4
Time-interval 29: 2
Time-interval 30: 4
Time-interval 31: 4
Time-interval 32: 4
Time-interval 33: 0
Time-interval 34: 2
Time-interval 35: 8
Time-interval 36: 2
Time-interval 37: 2
Time-interval 38: 6
Time-interval 39: 3
Time-interval 40: 2
Time-interval 41: 3
Time-interval 42: 5
Time-interval 43: 2
Time-interval 44: 5
Time-interval 45: 0
Time-interval 46: 2
Time-interval 47: 2
Time-interval 48: 1
Time-interval 49: 2
Time-interval 50: 4
Time-interval 51: 5
Time-interval 52: 7
Time-interval 53: 1
Time-interval 54: 3
Time-interval 55: 0
Time-interval 56: 5
Time-interval 57: 5
Time-interval 58: 4
Time-interval 59: 0
Time-interval 60: 3
Time-interval 61: 4
Time-interval 62: 5
Time-interval 63: 3
Time-interval 64: 4
Time-interval 65: 0
Time-interval 66: 3
Time-interval 67: 5
Time-interval 68: 3
Time-interval 69: 3
Time-interval 70: 1
Time-interval 71: 8
Time-interval 72: 4
Time-interval 73: 8
Time-interval 74: 4
Time-interval 75: 8
Time-interval 76: 7
Time-interval 77: 5
Time-interval 78: 4
Time-interval 79: 7
Time-interval 80: 4
Time-interval 81: 6
Time-interval 82: 5
Time-interval 83: 8
Time-interval 84: 3
Time-interval 85: 6
Time-interval 86: 2
Time-interval 87: 9
Time-interval 88: 5
Time-interval 89: 9
Time-interval 90: 4
Time-interval 91: 8
Time-interval 92: 4
Time-interval 93: 9
Time-interval 94: 9
Time-interval 95: 13
Time-interval 96: 7
Time-interval 97: 6
Time-interval 98: 6
Time-interval 99: 9
Time-interval 100: 7
Time-interval 101: 7
Time-interval 102: 6
Time-interval 103: 6
Time-interval 104: 8
Time-interval 105: 15
Time-interval 106: 4
Time-interval 107: 9
Time-interval 108: 9
Time-interval 109: 7
Time-interval 110: 6
Time-interval 111: 7
Time-interval 112: 5
Time-interval 113: 3
Time-interval 114: 6
Time-interval 115: 10
Time-interval 116: 9
Time-interval 117: 4
Time-interval 118: 7
Time-interval 119: 8
Time-interval 120: 24
