-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Lunch
Iteration: 2
Look-ahead time: 90.0 sec
Execution time: -6592 msec
-------------------------------------
Time-interval 1: 9
Time-interval 2: 8
Time-interval 3: 10
Time-interval 4: 8
Time-interval 5: 9
Time-interval 6: 6
Time-interval 7: 7
Time-interval 8: 4
Time-interval 9: 12
Time-interval 10: 6
Time-interval 11: 11
Time-interval 12: 7
Time-interval 13: 7
Time-interval 14: 10
Time-interval 15: 8
Time-interval 16: 8
Time-interval 17: 11
Time-interval 18: 6
Time-interval 19: 2
Time-interval 20: 8
Time-interval 21: 11
Time-interval 22: 7
Time-interval 23: 7
Time-interval 24: 5
Time-interval 25: 7
Time-interval 26: 4
Time-interval 27: 11
Time-interval 28: 8
Time-interval 29: 5
Time-interval 30: 6
Time-interval 31: 5
Time-interval 32: 8
Time-interval 33: 8
Time-interval 34: 10
Time-interval 35: 7
Time-interval 36: 6
Time-interval 37: 10
Time-interval 38: 8
Time-interval 39: 6
Time-interval 40: 5
Time-interval 41: 6
Time-interval 42: 8
Time-interval 43: 8
Time-interval 44: 9
Time-interval 45: 8
Time-interval 46: 9
Time-interval 47: 10
Time-interval 48: 4
Time-interval 49: 9
Time-interval 50: 9
Time-interval 51: 5
Time-interval 52: 6
Time-interval 53: 6
Time-interval 54: 15
Time-interval 55: 6
Time-interval 56: 8
Time-interval 57: 7
Time-interval 58: 6
Time-interval 59: 5
Time-interval 60: 11
Time-interval 61: 11
Time-interval 62: 14
Time-interval 63: 4
Time-interval 64: 9
Time-interval 65: 10
Time-interval 66: 22
Time-interval 67: 12
Time-interval 68: 12
Time-interval 69: 11
Time-interval 70: 11
Time-interval 71: 11
Time-interval 72: 11
Time-interval 73: 14
Time-interval 74: 14
Time-interval 75: 15
Time-interval 76: 7
Time-interval 77: 17
Time-interval 78: 11
Time-interval 79: 18
Time-interval 80: 15
Time-interval 81: 14
Time-interval 82: 9
Time-interval 83: 9
Time-interval 84: 7
Time-interval 85: 5
Time-interval 86: 21
Time-interval 87: 10
Time-interval 88: 9
Time-interval 89: 16
Time-interval 90: 13
Time-interval 91: 9
Time-interval 92: 13
Time-interval 93: 10
Time-interval 94: 11
Time-interval 95: 16
Time-interval 96: 14
Time-interval 97: 10
Time-interval 98: 14
Time-interval 99: 21
Time-interval 100: 10
Time-interval 101: 13
Time-interval 102: 13
Time-interval 103: 21
Time-interval 104: 16
Time-interval 105: 11
Time-interval 106: 13
Time-interval 107: 20
Time-interval 108: 20
Time-interval 109: 14
Time-interval 110: 18
Time-interval 111: 13
Time-interval 112: 10
Time-interval 113: 15
Time-interval 114: 11
Time-interval 115: 16
Time-interval 116: 15
Time-interval 117: 25
Time-interval 118: 13
Time-interval 119: 14
Time-interval 120: 22
13878
