-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Lunch
Iteration: 1
Look-ahead time: 90.0 sec
Execution time: -8686 msec
-------------------------------------
Time-interval 1: 4
Time-interval 2: 9
Time-interval 3: 9
Time-interval 4: 6
Time-interval 5: 7
Time-interval 6: 9
Time-interval 7: 14
Time-interval 8: 8
Time-interval 9: 8
Time-interval 10: 7
Time-interval 11: 8
Time-interval 12: 8
Time-interval 13: 4
Time-interval 14: 8
Time-interval 15: 7
Time-interval 16: 15
Time-interval 17: 11
Time-interval 18: 7
Time-interval 19: 4
Time-interval 20: 5
Time-interval 21: 6
Time-interval 22: 5
Time-interval 23: 11
Time-interval 24: 6
Time-interval 25: 10
Time-interval 26: 8
Time-interval 27: 11
Time-interval 28: 5
Time-interval 29: 7
Time-interval 30: 8
Time-interval 31: 9
Time-interval 32: 12
Time-interval 33: 8
Time-interval 34: 10
Time-interval 35: 17
Time-interval 36: 14
Time-interval 37: 13
Time-interval 38: 7
Time-interval 39: 13
Time-interval 40: 6
Time-interval 41: 9
Time-interval 42: 6
Time-interval 43: 12
Time-interval 44: 11
Time-interval 45: 9
Time-interval 46: 15
Time-interval 47: 15
Time-interval 48: 10
Time-interval 49: 3
Time-interval 50: 8
Time-interval 51: 12
Time-interval 52: 16
Time-interval 53: 11
Time-interval 54: 7
Time-interval 55: 18
Time-interval 56: 7
Time-interval 57: 10
Time-interval 58: 10
Time-interval 59: 11
Time-interval 60: 8
Time-interval 61: 9
Time-interval 62: 10
Time-interval 63: 9
Time-interval 64: 9
Time-interval 65: 9
Time-interval 66: 14
Time-interval 67: 16
Time-interval 68: 14
Time-interval 69: 20
Time-interval 70: 16
Time-interval 71: 11
Time-interval 72: 10
Time-interval 73: 6
Time-interval 74: 10
Time-interval 75: 15
Time-interval 76: 7
Time-interval 77: 13
Time-interval 78: 13
Time-interval 79: 13
Time-interval 80: 9
Time-interval 81: 12
Time-interval 82: 19
Time-interval 83: 21
Time-interval 84: 10
Time-interval 85: 9
Time-interval 86: 16
Time-interval 87: 21
Time-interval 88: 13
Time-interval 89: 15
Time-interval 90: 13
Time-interval 91: 15
Time-interval 92: 15
Time-interval 93: 23
Time-interval 94: 17
Time-interval 95: 11
Time-interval 96: 16
Time-interval 97: 12
Time-interval 98: 7
Time-interval 99: 13
Time-interval 100: 12
Time-interval 101: 12
Time-interval 102: 20
Time-interval 103: 15
Time-interval 104: 14
Time-interval 105: 14
Time-interval 106: 16
Time-interval 107: 15
Time-interval 108: 13
Time-interval 109: 13
Time-interval 110: 14
Time-interval 111: 13
Time-interval 112: 17
Time-interval 113: 12
Time-interval 114: 18
Time-interval 115: 16
Time-interval 116: 18
Time-interval 117: 17
Time-interval 118: 14
Time-interval 119: 16
Time-interval 120: 25
