-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Low
Daytime: Evening
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -5559 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 2
Time-interval 3: 2
Time-interval 4: 0
Time-interval 5: 1
Time-interval 6: 1
Time-interval 7: 3
Time-interval 8: 0
Time-interval 9: 1
Time-interval 10: 0
Time-interval 11: 1
Time-interval 12: 2
Time-interval 13: 1
Time-interval 14: 3
Time-interval 15: 1
Time-interval 16: 1
Time-interval 17: 1
Time-interval 18: 0
Time-interval 19: 1
Time-interval 20: 1
Time-interval 21: 2
Time-interval 22: 0
Time-interval 23: 0
Time-interval 24: 1
Time-interval 25: 1
Time-interval 26: 0
Time-interval 27: 0
Time-interval 28: 1
Time-interval 29: 2
Time-interval 30: 0
Time-interval 31: 0
Time-interval 32: 2
Time-interval 33: 2
Time-interval 34: 1
Time-interval 35: 0
Time-interval 36: 0
Time-interval 37: 0
Time-interval 38: 1
Time-interval 39: 0
Time-interval 40: 2
Time-interval 41: 1
Time-interval 42: 2
Time-interval 43: 0
Time-interval 44: 0
Time-interval 45: 0
Time-interval 46: 1
Time-interval 47: 0
Time-interval 48: 2
Time-interval 49: 1
Time-interval 50: 1
Time-interval 51: 1
Time-interval 52: 1
Time-interval 53: 0
Time-interval 54: 0
Time-interval 55: 0
Time-interval 56: 1
Time-interval 57: 0
Time-interval 58: 1
Time-interval 59: 1
Time-interval 60: 0
Time-interval 61: 3
Time-interval 62: 0
Time-interval 63: 1
Time-interval 64: 0
Time-interval 65: 4
Time-interval 66: 0
Time-interval 67: 1
Time-interval 68: 1
Time-interval 69: 1
Time-interval 70: 2
Time-interval 71: 3
Time-interval 72: 2
Time-interval 73: 2
Time-interval 74: 1
Time-interval 75: 2
Time-interval 76: 2
Time-interval 77: 0
Time-interval 78: 4
Time-interval 79: 3
Time-interval 80: 1
Time-interval 81: 4
Time-interval 82: 0
Time-interval 83: 1
Time-interval 84: 0
Time-interval 85: 0
Time-interval 86: 1
Time-interval 87: 0
Time-interval 88: 1
Time-interval 89: 1
Time-interval 90: 1
Time-interval 91: 3
Time-interval 92: 0
Time-interval 93: 1
Time-interval 94: 0
Time-interval 95: 0
Time-interval 96: 0
Time-interval 97: 0
Time-interval 98: 1
Time-interval 99: 1
Time-interval 100: 1
Time-interval 101: 1
Time-interval 102: 1
Time-interval 103: 0
Time-interval 104: 1
Time-interval 105: 0
Time-interval 106: 0
Time-interval 107: 0
Time-interval 108: 1
Time-interval 109: 1
Time-interval 110: 0
Time-interval 111: 1
Time-interval 112: 1
Time-interval 113: 1
Time-interval 114: 0
Time-interval 115: 1
Time-interval 116: 1
Time-interval 117: 0
Time-interval 118: 0
Time-interval 119: 0
Time-interval 120: 1
13508
