-------------------------------------
Conflict Analysis.
Flight concept: Layers
Air traffic density: High
Daytime: Evening
Iteration: 2
Look-ahead time: 30.0 sec
Execution time: -26488 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 3
Time-interval 3: 3
Time-interval 4: 6
Time-interval 5: 3
Time-interval 6: 4
Time-interval 7: 3
Time-interval 8: 2
Time-interval 9: 1
Time-interval 10: 4
Time-interval 11: 3
Time-interval 12: 2
Time-interval 13: 6
Time-interval 14: 4
Time-interval 15: 2
Time-interval 16: 5
Time-interval 17: 2
Time-interval 18: 7
Time-interval 19: 3
Time-interval 20: 3
Time-interval 21: 6
Time-interval 22: 1
Time-interval 23: 3
Time-interval 24: 2
Time-interval 25: 6
Time-interval 26: 4
Time-interval 27: 4
Time-interval 28: 2
Time-interval 29: 4
Time-interval 30: 3
Time-interval 31: 4
Time-interval 32: 2
Time-interval 33: 3
Time-interval 34: 3
Time-interval 35: 4
Time-interval 36: 0
Time-interval 37: 5
Time-interval 38: 1
Time-interval 39: 4
Time-interval 40: 1
Time-interval 41: 0
Time-interval 42: 8
Time-interval 43: 6
Time-interval 44: 3
Time-interval 45: 3
Time-interval 46: 4
Time-interval 47: 5
Time-interval 48: 3
Time-interval 49: 2
Time-interval 50: 5
Time-interval 51: 1
Time-interval 52: 3
Time-interval 53: 1
Time-interval 54: 5
Time-interval 55: 5
Time-interval 56: 1
Time-interval 57: 6
Time-interval 58: 1
Time-interval 59: 2
Time-interval 60: 6
Time-interval 61: 5
Time-interval 62: 5
Time-interval 63: 5
Time-interval 64: 1
Time-interval 65: 2
Time-interval 66: 4
Time-interval 67: 3
Time-interval 68: 1
Time-interval 69: 1
Time-interval 70: 1
Time-interval 71: 3
Time-interval 72: 3
Time-interval 73: 4
Time-interval 74: 4
Time-interval 75: 4
Time-interval 76: 1
Time-interval 77: 5
Time-interval 78: 5
Time-interval 79: 3
Time-interval 80: 3
Time-interval 81: 9
Time-interval 82: 6
Time-interval 83: 3
Time-interval 84: 6
Time-interval 85: 2
Time-interval 86: 2
Time-interval 87: 5
Time-interval 88: 7
Time-interval 89: 3
Time-interval 90: 5
Time-interval 91: 3
Time-interval 92: 5
Time-interval 93: 1
Time-interval 94: 2
Time-interval 95: 8
Time-interval 96: 10
Time-interval 97: 4
Time-interval 98: 4
Time-interval 99: 3
Time-interval 100: 1
Time-interval 101: 6
Time-interval 102: 3
Time-interval 103: 8
Time-interval 104: 2
Time-interval 105: 3
Time-interval 106: 6
Time-interval 107: 2
Time-interval 108: 4
Time-interval 109: 4
Time-interval 110: 5
Time-interval 111: 2
Time-interval 112: 10
Time-interval 113: 3
Time-interval 114: 8
Time-interval 115: 3
Time-interval 116: 3
Time-interval 117: 5
Time-interval 118: 2
Time-interval 119: 4
Time-interval 120: 11
