-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Evening
Iteration: 2
Look-ahead time: 15.0 sec
Execution time: -13326 msec
-------------------------------------
Time-interval 1: 8
Time-interval 2: 4
Time-interval 3: 7
Time-interval 4: 9
Time-interval 5: 7
Time-interval 6: 12
Time-interval 7: 8
Time-interval 8: 6
Time-interval 9: 7
Time-interval 10: 6
Time-interval 11: 6
Time-interval 12: 9
Time-interval 13: 4
Time-interval 14: 8
Time-interval 15: 6
Time-interval 16: 7
Time-interval 17: 10
Time-interval 18: 15
Time-interval 19: 8
Time-interval 20: 7
Time-interval 21: 7
Time-interval 22: 7
Time-interval 23: 6
Time-interval 24: 6
Time-interval 25: 3
Time-interval 26: 14
Time-interval 27: 17
Time-interval 28: 9
Time-interval 29: 11
Time-interval 30: 9
Time-interval 31: 13
Time-interval 32: 8
Time-interval 33: 3
Time-interval 34: 12
Time-interval 35: 10
Time-interval 36: 4
Time-interval 37: 9
Time-interval 38: 8
Time-interval 39: 9
Time-interval 40: 8
Time-interval 41: 5
Time-interval 42: 8
Time-interval 43: 7
Time-interval 44: 9
Time-interval 45: 13
Time-interval 46: 7
Time-interval 47: 7
Time-interval 48: 8
Time-interval 49: 9
Time-interval 50: 15
Time-interval 51: 9
Time-interval 52: 11
Time-interval 53: 7
Time-interval 54: 13
Time-interval 55: 5
Time-interval 56: 12
Time-interval 57: 4
Time-interval 58: 14
Time-interval 59: 8
Time-interval 60: 7
Time-interval 61: 11
Time-interval 62: 14
Time-interval 63: 13
Time-interval 64: 13
Time-interval 65: 9
Time-interval 66: 14
Time-interval 67: 8
Time-interval 68: 8
Time-interval 69: 11
Time-interval 70: 14
Time-interval 71: 12
Time-interval 72: 12
Time-interval 73: 16
Time-interval 74: 10
Time-interval 75: 16
Time-interval 76: 11
Time-interval 77: 17
Time-interval 78: 11
Time-interval 79: 9
Time-interval 80: 11
Time-interval 81: 15
Time-interval 82: 8
Time-interval 83: 12
Time-interval 84: 12
Time-interval 85: 11
Time-interval 86: 15
Time-interval 87: 9
Time-interval 88: 12
Time-interval 89: 11
Time-interval 90: 9
Time-interval 91: 15
Time-interval 92: 10
Time-interval 93: 18
Time-interval 94: 19
Time-interval 95: 11
Time-interval 96: 7
Time-interval 97: 11
Time-interval 98: 13
Time-interval 99: 15
Time-interval 100: 13
Time-interval 101: 11
Time-interval 102: 9
Time-interval 103: 16
Time-interval 104: 17
Time-interval 105: 18
Time-interval 106: 14
Time-interval 107: 19
Time-interval 108: 16
Time-interval 109: 12
Time-interval 110: 18
Time-interval 111: 13
Time-interval 112: 13
Time-interval 113: 6
Time-interval 114: 19
Time-interval 115: 21
Time-interval 116: 17
Time-interval 117: 16
Time-interval 118: 13
Time-interval 119: 15
Time-interval 120: 9
