-------------------------------------
Conflict Analysis.
Flight concept: FullMix
Air traffic density: Medium
Daytime: Evening
Iteration: 1
Look-ahead time: 60.0 sec
Execution time: -11948 msec
-------------------------------------
Time-interval 1: 1
Time-interval 2: 2
Time-interval 3: 4
Time-interval 4: 6
Time-interval 5: 2
Time-interval 6: 2
Time-interval 7: 3
Time-interval 8: 1
Time-interval 9: 5
Time-interval 10: 4
Time-interval 11: 6
Time-interval 12: 4
Time-interval 13: 6
Time-interval 14: 3
Time-interval 15: 5
Time-interval 16: 1
Time-interval 17: 7
Time-interval 18: 7
Time-interval 19: 6
Time-interval 20: 2
Time-interval 21: 8
Time-interval 22: 7
Time-interval 23: 9
Time-interval 24: 3
Time-interval 25: 6
Time-interval 26: 5
Time-interval 27: 4
Time-interval 28: 6
Time-interval 29: 6
Time-interval 30: 9
Time-interval 31: 5
Time-interval 32: 3
Time-interval 33: 5
Time-interval 34: 10
Time-interval 35: 7
Time-interval 36: 6
Time-interval 37: 4
Time-interval 38: 3
Time-interval 39: 8
Time-interval 40: 10
Time-interval 41: 3
Time-interval 42: 4
Time-interval 43: 8
Time-interval 44: 12
Time-interval 45: 5
Time-interval 46: 9
Time-interval 47: 5
Time-interval 48: 3
Time-interval 49: 5
Time-interval 50: 6
Time-interval 51: 12
Time-interval 52: 8
Time-interval 53: 8
Time-interval 54: 12
Time-interval 55: 8
Time-interval 56: 8
Time-interval 57: 12
Time-interval 58: 6
Time-interval 59: 11
Time-interval 60: 9
Time-interval 61: 11
Time-interval 62: 12
Time-interval 63: 9
Time-interval 64: 5
Time-interval 65: 12
Time-interval 66: 9
Time-interval 67: 17
Time-interval 68: 16
Time-interval 69: 16
Time-interval 70: 18
Time-interval 71: 11
Time-interval 72: 14
Time-interval 73: 13
Time-interval 74: 14
Time-interval 75: 18
Time-interval 76: 14
Time-interval 77: 19
Time-interval 78: 19
Time-interval 79: 9
Time-interval 80: 13
Time-interval 81: 18
Time-interval 82: 20
Time-interval 83: 22
Time-interval 84: 23
Time-interval 85: 17
Time-interval 86: 26
Time-interval 87: 24
Time-interval 88: 17
Time-interval 89: 14
Time-interval 90: 15
Time-interval 91: 14
Time-interval 92: 26
Time-interval 93: 19
Time-interval 94: 23
Time-interval 95: 26
Time-interval 96: 24
Time-interval 97: 24
Time-interval 98: 19
Time-interval 99: 13
Time-interval 100: 18
Time-interval 101: 19
Time-interval 102: 25
Time-interval 103: 25
Time-interval 104: 24
Time-interval 105: 24
Time-interval 106: 24
Time-interval 107: 27
Time-interval 108: 22
Time-interval 109: 24
Time-interval 110: 21
Time-interval 111: 20
Time-interval 112: 22
Time-interval 113: 31
Time-interval 114: 18
Time-interval 115: 17
Time-interval 116: 40
Time-interval 117: 33
Time-interval 118: 34
Time-interval 119: 21
Time-interval 120: 27
18229
